,make,model,price,total_weight,motor_nominal_output,estimated_min_range,estimated_max_range,battery_watt_hours,url
423,EVELO,GalaxyST,3499.0,57.9,350.0,25.0,55.0,468.0,https://electricbikereview.com/emazing-bike/coeus-73h3h/
424,Haibike,SDUROHardFour4.0,2599.0,44.0,250.0,25.0,60.0,396.0,https://electricbikereview.com/evelo/galaxy-st/
425,Focus,Jarifa29,2799.0,50.5,250.0,20.0,75.0,396.0,https://electricbikereview.com/haibike/sduro-hardfour-4-0/
426,Gazelle,CityZenT10,2999.0,49.2,250.0,25.0,115.0,482.4,https://electricbikereview.com/focus/jarifa-29/
427,e-Joe,EpikSE,1599.0,51.5,500.0,25.0,50.0,480.0,https://electricbikereview.com/gazelle/cityzen-t10/
428,OHM,Mountain,3455.0,51.1,500.0,25.0,70.0,556.8,https://electricbikereview.com/e-joe/epik-se/
429,OHM,Mountain,3455.0,51.1,500.0,25.0,70.0,556.8,https://electricbikereview.com/ohm/mountain-ebike/
430,Raleigh,TristariE,2599.0,85.4,350.0,20.0,40.0,422.4,https://electricbikereview.com/raleigh/tristar-ie/
431,CUBE,CrossHybridPro400,2599.0,50.4,250.0,20.0,60.0,396.0,https://electricbikereview.com/cube/cross-hybrid-pro-400/
432,EVELO,QuestOne,1999.0,41.1,250.0,20.0,40.0,367.2,https://electricbikereview.com/evelo/quest-one/
433,Gazelle,2017ArroyoC8HMB,3499.0,58.7,250.0,25.0,115.0,482.4,https://electricbikereview.com/gazelle/2017-arroyo-c8-hmb/
434,Haibike,SDUROHardNine4.0,2599.0,47.61,250.0,20.0,70.0,417.6,https://electricbikereview.com/haibike/sduro-hardnine-4-0/
435,JuicedBikes,CrossCurrentS,1699.0,57.4,650.0,35.0,100.0,614.4,https://electricbikereview.com/juiced-bikes/crosscurrent-s/
436,Ness,Rua,1395.0,52.2,200.0,25.0,45.0,546.0,https://electricbikereview.com/ness/rua/
437,Trek,CrossRip+,4499.0,45.8,250.0,18.0,92.0,482.4,https://electricbikereview.com/trek/crossrip-plus/
438,EVELO,Delta,3499.0,57.4,750.0,20.0,40.0,556.8,https://electricbikereview.com/evelo/delta/
439,EmazingBike,Artemis73h3h,2000.0,49.0,350.0,18.0,55.0,313.2,https://electricbikereview.com/emazing-bike/artemis-73h3h/
440,CUBE,ReactionHybridHPARace500,3399.0,46.0,250.0,25.0,115.0,482.4,https://electricbikereview.com/cube/reaction-hybrid-hpa-race-500/
441,VoltBike,Elegant,1299.0,55.6,500.0,20.0,45.0,499.2,https://electricbikereview.com/voltbike/2017-elegant/
442,Magnum,Cruiser,2099.0,59.2,500.0,30.0,60.0,624.0,https://electricbikereview.com/magnum/cruiser/
443,Trek,DualSport+,2999.0,43.0,250.0,30.0,50.0,417.6,https://electricbikereview.com/trek/2017-dual-sport-plus/
444,EVELO,GalaxyST,3499.0,58.8,350.0,25.0,55.0,468.0,https://electricbikereview.com/evelo/galaxy-tt/
445,Felt,SportE85-HP,3799.0,45.8,350.0,20.0,40.0,396.0,https://electricbikereview.com/felt/sport-e-85-hp/
446,OHM,Sport,3959.0,56.5,500.0,25.0,70.0,556.8,https://electricbikereview.com/ohm/sport-ebike/
447,CUBE,EllyRideHybrid400,2999.0,55.7,250.0,35.0,90.0,396.0,https://electricbikereview.com/cube/elly-ride-hybrid-400/
448,Ness,Icon,1395.0,51.5,200.0,25.0,45.0,546.0,https://electricbikereview.com/ness/icon/
449,VintageElectric,Cafe,3995.0,56.2,750.0,20.0,60.0,499.2,https://electricbikereview.com/teo/s-limited/
450,EmazingBike,Apollo93h3h,2000.0,43.1,350.0,15.0,50.0,313.2,https://electricbikereview.com/vintage-electric/cafe/
451,Felt,ToteM,3999.0,58.5,250.0,30.0,50.0,417.6,https://electricbikereview.com/emazing-bike/apollo-93h3h/
452,Magnum,Metro,1999.0,58.4,500.0,30.0,60.0,624.0,https://electricbikereview.com/felt/totem/
453,BULLS,CROSSE,2799.0,59.2,250.0,40.0,130.0,482.4,https://electricbikereview.com/magnum/metro-step-thru/
454,OHM,Urban,3599.0,55.7,500.0,25.0,70.0,556.8,https://electricbikereview.com/bulls/cross-e/
455,CUBE,ReactionHybridHPASL500,3799.0,48.0,250.0,25.0,115.0,482.4,https://electricbikereview.com/ohm/urban-ebike/
456,CERO,One,3399.0,56.3,250.0,35.0,90.0,504.0,https://electricbikereview.com/cube/reaction-hybrid-hpa-sl-500/
457,Electra,TownieCommuteGo!8i,2999.0,57.8,250.0,25.0,65.0,396.0,https://electricbikereview.com/cero/one/
458,Trek,Neko+,2999.0,42.5,250.0,30.0,50.0,417.6,https://electricbikereview.com/electra/townie-commute-go-8i/
459,Riese&amp;Müller,NevoNuVinci,4599.0,59.8,250.0,25.0,75.0,482.4,https://electricbikereview.com/trek/neko-plus/
460,BULLS,E-STREAMEVOFS227.5Plus,4099.0,55.1,250.0,50.0,130.0,647.5,https://electricbikereview.com/riese-muller/nevo-nuvinci/
461,Oyama,XCE8D,1299.0,43.7,250.0,25.0,45.0,360.0,https://electricbikereview.com/bulls/e-stream-evo-fs-2-27-5-plus/
462,KTM,MacinaLycan(SpecialEdition),7845.0,46.8,250.0,20.0,100.0,396.0,https://electricbikereview.com/oyama/cx-e8d/
463,EasyMotion,EvoCross+,2999.0,55.8,500.0,25.0,60.0,504.0,https://electricbikereview.com/ktm/macina-lycan-special-edition/
464,IZIP,E3Protour,3299.0,53.3,500.0,15.0,40.0,417.6,https://electricbikereview.com/easy-motion/evo-cross-plus/
465,Orbea,Katu-E10,2999.0,51.0,250.0,30.0,60.0,396.0,https://electricbikereview.com/izip/e3-protour/
466,Riese&amp;Müller,TinkerNuVinci,4489.0,54.8,250.0,25.0,75.0,396.0,https://electricbikereview.com/orbea/katu-e-10/
467,BESV,PSA1,1999.0,43.0,250.0,20.0,45.0,381.1,https://electricbikereview.com/riese-muller/tinker-nuvinci/
468,Moustache,Samedi27Trail6,4900.0,54.0,250.0,25.0,115.0,482.4,https://electricbikereview.com/besv/psa1/
469,Trek,SuperCommuter+8S,4999.0,52.3,250.0,18.0,92.0,482.4,https://electricbikereview.com/moustache/samedi-27-trail-6/
470,Lapierre,OvervoltAM70THCarbon,7500.0,49.8,250.0,25.0,115.0,482.4,https://electricbikereview.com/trek/super-commuter-plus-8s/
471,Cannondale,Moterra2,5499.0,52.4,250.0,25.0,115.0,482.4,https://electricbikereview.com/lapierre/overvolt-am-70th-carbon/
472,Raleigh,SpriteiE,1899.0,54.2,350.0,20.0,40.0,422.4,https://electricbikereview.com/cannondale/moterra-2/
473,EasyMotion,Evo27.5Pro,3099.0,52.8,500.0,25.0,55.0,604.8,https://electricbikereview.com/raleigh/sprite-ie/
474,Haibike,XDUROTrekkingSRX,4599.0,53.0,350.0,30.0,70.0,396.0,https://electricbikereview.com/easy-motion/evo-27-5-pro/
475,Motiv,Spark,1645.99,55.8,500.0,20.0,60.0,768.0,https://electricbikereview.com/haibike/xduro-trekking-s-rx/
476,Riese&amp;Müller,HomageNuVinciHS,5799.0,62.7,350.0,25.0,100.0,482.4,https://electricbikereview.com/motiv/spark/
477,Pedego,"24""TrailTracker",2895.0,58.6,500.0,20.0,36.0,417.6,https://electricbikereview.com/riese-muller/homage-nuvinci-hs/
478,Kalkhoff,AgattuB7,2499.0,53.0,250.0,35.0,65.0,396.0,https://electricbikereview.com/pedego/24-trail-tracker/
479,BULLS,SIX50E1.5,3099.0,50.5,350.0,30.0,70.0,482.4,https://electricbikereview.com/kalkhoff/agattu-b7/
480,IZIP,E3Peak+,3099.0,51.7,350.0,30.0,65.0,396.0,https://electricbikereview.com/bulls/six50-e-1-5/
481,BESV,CF1,1799.0,49.5,250.0,20.0,40.0,302.0,https://electricbikereview.com/izip/e3-peak-plus/
482,Riese&amp;Müller,ChargerGXRohloffHS,6119.0,59.5,350.0,25.0,100.0,482.4,https://electricbikereview.com/besv/cf1/
483,VeloMini,Plus,1295.0,29.3,250.0,8.0,20.0,240.0,https://electricbikereview.com/riese-muller/charger-gx-rohloff-hs/
484,Cannondale,ControE-Rigid,3490.0,50.2,350.0,30.0,70.0,396.0,https://electricbikereview.com/velomini/plus/
485,EasyMotion,EvoCity+,2999.0,59.0,500.0,25.0,60.0,504.0,https://electricbikereview.com/cannondale/contro-e-rigid/
486,Raleigh,2017DetouriE,2399.0,48.2,250.0,30.0,50.0,417.6,https://electricbikereview.com/easy-motion/evo-city-plus/
487,BULLS,CROSSLITEEStep-Thru,4099.0,49.2,250.0,30.0,85.0,482.4,https://electricbikereview.com/raleigh/2017-detour-ie/
488,eVox,KAB375,2199.0,45.0,350.0,25.0,75.0,375.0,https://electricbikereview.com/bulls/cross-lite-e-step-thru/
489,Riese&amp;Müller,LoadTouringHS,6679.0,73.0,350.0,25.0,50.0,482.4,https://electricbikereview.com/evox/kab-375/
490,Haibike,XDUROFullSevenCarbonUltimate,16699.0,42.5,250.0,25.0,60.0,396.0,https://electricbikereview.com/riese-muller/load-touring-hs/
491,EG,Maui500EX,1999.0,56.1,500.0,20.0,40.0,499.2,https://electricbikereview.com/haibike/xduro-fullseven-carbon-ultimate/
492,IZIP,E3Dash,2599.0,53.0,350.0,16.0,40.0,417.6,https://electricbikereview.com/eg/maui-500-ex/
493,Specialized,TurboVado6.0,4800.0,55.4,250.0,30.0,80.0,604.8,https://electricbikereview.com/izip/e3-dash/
494,EasyMotion,ATOMLynx4.827.5Pro,4399.0,52.5,250.0,45.0,90.0,604.8,https://electricbikereview.com/specialized/turbo-vado-6-0/
495,VoltBike,Enduro,1799.0,55.7,350.0,25.0,60.0,499.2,https://electricbikereview.com/easy-motion/atom-lynx-4-8-27-5-pro/
496,Riese&amp;Müller,RoadsterTouringHS,3919.0,50.5,350.0,25.0,50.0,482.4,https://electricbikereview.com/voltbike/2017-enduro/
497,Raleigh,2017RetroglideiE,1999.0,57.5,350.0,20.0,40.0,422.4,https://electricbikereview.com/riese-muller/roadster-touring-hs/
498,JuicedBikes,OceanCurrent,1299.0,51.0,500.0,20.0,40.0,422.4,https://electricbikereview.com/raleigh/2017-retroglide-ie/
499,Trek,Powerfly8FSPlus,4999.0,50.5,250.0,30.0,80.0,482.4,https://electricbikereview.com/juiced-bikes/oceancurrent/
500,ElectricBikeCompany,2017ModelS,1499.0,74.7,750.0,35.0,90.0,907.2,https://electricbikereview.com/trek/powerfly-8-fs-plus/
501,Riese&amp;Müller,PacksterTouring80,5149.0,80.0,250.0,25.0,75.0,482.4,https://electricbikereview.com/electric-bike-company/2017-model-s/
502,Yuba,SpicyCurryBosch,4499.0,63.0,250.0,30.0,60.0,396.0,https://electricbikereview.com/riese-muller/packster-touring-80/
503,IZIP,E3Sumo,3199.0,53.1,350.0,25.0,55.0,396.0,https://electricbikereview.com/yuba/spicy-curry-bosch/
504,PUBLIC,D8Electric,2199.0,55.0,350.0,35.0,55.0,422.4,https://electricbikereview.com/izip/e3-sumo/
505,Specialized,TurboVado5.0,4600.0,55.4,250.0,30.0,80.0,604.8,https://electricbikereview.com/public-bikes/d8-electric/
506,Specialized,TurboVado3.0,3200.0,54.4,250.0,35.0,70.0,460.0,https://electricbikereview.com/specialized/2017-turbo-vado-5-0/
507,Raleigh,SuperbeiE,1799.0,50.2,350.0,20.0,40.0,422.4,https://electricbikereview.com/specialized/turbo-vado-3-0/
508,BULLS,SIX50+EFS3,4699.0,52.5,350.0,30.0,70.0,482.4,https://electricbikereview.com/raleigh/superbe-ie/
509,Riese&amp;Müller,ChargerMixteGTTouringHS,4799.0,57.5,350.0,25.0,100.0,482.4,https://electricbikereview.com/bulls/six50-plus-e-fs-3/
510,Gocycle,G3,4499.0,35.9,250.0,20.0,50.0,297.0,https://electricbikereview.com/riese-muller/charger-mixte-gt-touring-hs/
511,Pedego,PlatinumInterceptor,3795.0,61.2,500.0,25.0,70.0,480.0,https://electricbikereview.com/gocycle/g3/
512,EasyMotion,ATOMDiamondWave,3299.0,56.6,250.0,30.0,65.0,504.0,https://electricbikereview.com/pedego/platinum-interceptor/
513,Raleigh,ReduxiE,3199.0,48.6,250.0,30.0,60.0,496.8,https://electricbikereview.com/easy-motion/atom-diamond-wave/
514,Giant,Full-E+1,5300.0,54.1,250.0,30.0,55.0,496.8,https://electricbikereview.com/raleigh/2017-redux-ie/
515,Scott,E-SubTour,3199.0,53.0,350.0,30.0,70.0,396.0,https://electricbikereview.com/giant/full-e-plus-1/
516,Corratec,LIFEBIKE,3999.0,58.0,250.0,25.0,55.0,396.0,https://electricbikereview.com/scott/e-sub-tour/
517,Riese&amp;Müller,DeliteGTNuVinciHS,6229.0,66.3,350.0,25.0,100.0,482.4,https://electricbikereview.com/corratec/lifebike/
518,EG,Oahu500EX,1999.0,57.1,500.0,20.0,40.0,499.2,https://electricbikereview.com/riese-muller/delite-gt-nuvinci-hs/
519,Magnum,Classic,1299.0,53.8,350.0,20.0,45.0,468.0,https://electricbikereview.com/eg/oahu-500-ex/
520,IZIP,E3Go,2599.0,85.4,350.0,20.0,40.0,422.4,https://electricbikereview.com/magnum/classic/
521,Gazelle,NLC7HMB,2999.0,62.5,250.0,35.0,90.0,396.0,https://electricbikereview.com/izip/e3-go/
522,Wallerang,M.01,3399.0,51.8,250.0,30.0,50.0,417.6,https://electricbikereview.com/gazelle/nl-c7-hmb/
523,Giant,Quick-E+,3000.0,50.0,250.0,30.0,60.0,496.8,https://electricbikereview.com/wallerang/m-01/
524,JuicedBikes,CrossCurrentAir,1195.0,48.0,350.0,20.0,40.0,422.4,https://electricbikereview.com/giant/quick-e-plus/
525,IZIP,2017E3PeakDS,4199.0,51.2,350.0,30.0,65.0,396.0,https://electricbikereview.com/juiced-bikes/crosscurrent-air/
526,Butchers&amp;Bicycles,MK1-E,6000.0,115.0,350.0,30.0,55.0,396.0,https://electricbikereview.com/izip/2017-e3-peak-ds/
527,EasyMotion,EvoBigBudPro,3499.0,64.9,350.0,30.0,70.0,604.8,https://electricbikereview.com/butchers-bicycles/mk1-e/
528,MoustacheBikes,StarckBikeAsphalt,6000.0,55.6,350.0,30.0,70.0,396.0,https://electricbikereview.com/easy-motion/evo-big-bud-pro/
529,Motiv,Sleek,1645.99,55.8,500.0,20.0,60.0,768.0,https://electricbikereview.com/moustache/starckbike-asphalt/
530,Giant,Road-E+,4000.0,44.0,250.0,30.0,65.0,496.8,https://electricbikereview.com/motiv/sleek/
531,Pedego,Trike,2995.0,73.6,250.0,25.0,30.0,396.0,https://electricbikereview.com/giant/road-e-plus/
532,E-Glide,ST,1699.0,54.0,500.0,25.0,50.0,547.2,https://electricbikereview.com/pedego/trike/
533,SunSeeker,FatTadElectricTrike,2435.0,80.5,500.0,15.0,30.0,480.0,https://electricbikereview.com/e-glide/st/
534,Platinume-Bikes,3OND,2199.0,53.0,350.0,25.0,60.0,504.0,https://electricbikereview.com/sun-seeker/fat-tad-electric-trike/
535,Haibike,SDUROAllMtn6.0,4599.0,52.0,250.0,60.0,120.0,489.6,https://electricbikereview.com/platinum-e-bikes/3ond/
536,BULLS,E-STREAMEVO45FS,5199.0,56.0,350.0,50.0,130.0,647.5,https://electricbikereview.com/haibike/sduro-allmtn-6-0/
537,Magnum,Peak,1999.0,55.1,500.0,30.0,60.0,624.0,https://electricbikereview.com/bulls/e-stream-evo-45-fs/
538,Elby,City,2999.0,56.8,500.0,25.0,70.0,556.8,https://electricbikereview.com/magnum/peak-ebike/
539,Pedego,"20""TrailTracker",2495.0,52.5,500.0,20.0,35.0,417.6,https://electricbikereview.com/elby/city-ebike/
540,SunSeeker,T3CXElectricTrike,2285.0,66.0,500.0,15.0,35.0,480.0,https://electricbikereview.com/pedego/20-trail-tracker/
541,MOAReBikes,24/7,2399.0,74.5,500.0,20.0,45.0,624.0,https://electricbikereview.com/sun-seeker/t3-cx-electric-trike/
542,Tern,Vektron,3400.0,49.4,250.0,35.0,60.0,396.0,https://electricbikereview.com/moar-ebikes/24-7/
543,Haibike,SDUROALLMTNPlus,4899.0,53.2,250.0,25.0,60.0,396.0,https://electricbikereview.com/tern/vektron/
544,Magnum,Premium,1899.0,61.3,500.0,30.0,60.0,624.0,https://electricbikereview.com/haibike/sduro-allmtn-plus/
545,Kalkhoff,Include8Premium,4399.0,59.5,250.0,65.0,125.0,603.0,https://electricbikereview.com/magnum/premium/
546,SunSeeker,EZ-3HDElectricTrike,2305.0,99.0,500.0,10.0,20.0,480.0,https://electricbikereview.com/kalkhoff/include-8-premium/
547,Surface604,2017Rook,1899.0,57.5,500.0,20.0,60.0,499.2,https://electricbikereview.com/sun-seeker/ez-3-hd-electric-trike/
548,Benno,BoostE10D,4299.0,57.0,350.0,30.0,70.0,396.0,https://electricbikereview.com/surface-604/2017-rook/
549,BULLS,E-STREAMEVO3Carbon27.5Plus,4599.0,46.5,250.0,50.0,130.0,647.5,https://electricbikereview.com/benno/boost-e-10d/
550,SunSeeker,EurusElectricTrike,2435.0,76.8,500.0,15.0,35.0,480.0,https://electricbikereview.com/bulls/e-stream-evo-3-carbon-27-5-plus/
551,Specialized,TurboLevoFSRExpert6Fattie,7500.0,50.0,250.0,28.0,60.0,504.0,https://electricbikereview.com/sun-seeker/eurus-electric-trike/
552,MoustacheBikes,Lundi26,3000.0,55.0,350.0,30.0,70.0,396.0,https://electricbikereview.com/specialized/turbo-levo-fsr-expert-6fattie/
553,eVox,City,2699.0,52.0,350.0,35.0,85.0,420.0,https://electricbikereview.com/moustache/lundi-26/
554,SunSeeker,EcoTadElectricTrike,1875.0,72.0,500.0,15.0,35.0,480.0,https://electricbikereview.com/evox/city-electric-bike/
555,Gazelle,CityZenC8HM,2999.0,51.0,350.0,22.0,59.0,396.0,https://electricbikereview.com/sun-seeker/eco-tad-electric-trike/
556,Freway,Buffalo,1699.0,52.3,350.0,20.0,45.0,396.0,https://electricbikereview.com/gazelle/cityzen-c8-hm/
557,BULLS,DAIL-EGRINDER,5799.0,49.0,350.0,50.0,130.0,482.4,https://electricbikereview.com/freway/buffalo/
558,Scott,E-SubEvo,4199.0,49.6,350.0,30.0,70.0,396.0,https://electricbikereview.com/bulls/dail-e-grinder/
559,SunSeeker,EcoDeltaElectricTrike,1835.0,72.0,500.0,15.0,35.0,360.0,https://electricbikereview.com/scott/e-sub-evo/
560,Cannondale,MovaroPerformance,4460.0,49.5,350.0,30.0,70.0,396.0,https://electricbikereview.com/sun-seeker/eco-delta-electric-trike/
561,Biria,EasyBoardingElectric,2750.0,50.5,350.0,35.0,55.0,422.4,https://electricbikereview.com/cannondale/mavaro-performance/
562,eProdigy,Fairweather,3799.0,36.0,500.0,15.0,40.0,237.6,https://electricbikereview.com/biria/easy-boarding-electic/
563,BULLS,SIX50E2STREET,3899.0,55.0,350.0,50.0,130.0,482.4,https://electricbikereview.com/eprodigy/fairweather/
564,WorksmanCycles,PAV3StretchElectricTrike,2198.0,128.0,500.0,10.0,20.0,480.0,https://electricbikereview.com/bulls/six50-e-2-street/
565,Stromer,ST1X,4999.0,59.0,500.0,40.0,75.0,618.0,https://electricbikereview.com/worksman-cycles/pav3-stretch-electric-trike/
566,Focus,JarifaFat,3599.0,50.5,250.0,50.0,100.0,603.0,https://electricbikereview.com/stromer/st1-x/
567,Haibike,XDUROUrbanSRX,5000.0,41.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/focus/jarifa-fat/
568,SunBicycles,"24""TraditionalElectricTrike",1523.0,75.6,500.0,10.0,25.0,360.0,https://electricbikereview.com/haibike/xduro-urban-s-rx/
569,Specialized,TurboLevoHardtailComp6Fattie,4000.0,49.0,250.0,25.0,55.0,460.0,https://electricbikereview.com/sun-bicycles/24-traditional-electric-tricycle/
570,BULLS,2017LACUBAEVOE8,3999.0,56.0,250.0,50.0,130.0,647.5,https://electricbikereview.com/specialized/turbo-levo-hardtail-comp-6fattie/
571,Populo,Sport,999.0,37.0,250.0,20.0,30.0,374.4,https://electricbikereview.com/bulls/2017-lacuba-evo-e8/
572,PUBLIC,M8Electric,2199.0,56.5,350.0,35.0,55.0,422.4,https://electricbikereview.com/populo/sport-electric-bike/
573,eProdigy,Banff,2599.0,59.0,750.0,25.0,70.0,556.8,https://electricbikereview.com/public-bikes/m8-electric/
574,RadPowerBikes,2017RadMini,1499.0,62.1,750.0,20.0,40.0,556.8,https://electricbikereview.com/eprodigy/banff/
575,BULLS,E-STREAMEVOFS327.5Plus,4699.0,54.0,250.0,50.0,130.0,647.5,https://electricbikereview.com/rad-power-bikes/2017-radmini/
576,BULLS,2017MONSTEREFS,5299.0,55.6,350.0,45.0,130.0,482.4,https://electricbikereview.com/bulls/e-stream-evo-fs-3-27-5-plus/
577,Kalkhoff,IntegraleS11,5699.0,56.5,350.0,55.0,125.0,603.0,https://electricbikereview.com/bulls/2017-monster-e-fs/
578,eProdigy,Logan,2599.0,55.0,750.0,25.0,70.0,556.8,https://electricbikereview.com/kalkhoff/integrale-s11/
579,BULLS,LACUBAEVOE45,4399.0,61.5,350.0,50.0,130.0,647.5,https://electricbikereview.com/eprodigy/logan/
580,SmartMotion,Catalyst,2699.0,52.5,500.0,35.0,120.0,696.0,https://electricbikereview.com/bulls/lacuba-evo-e45/
581,Volton,AlationMid-Drive48V,2649.0,54.5,250.0,30.0,45.0,504.0,https://electricbikereview.com/smartmotion/catalyst/
582,RadPowerBikes,2017RadCity,1499.0,60.5,750.0,20.0,40.0,556.8,https://electricbikereview.com/volton/alation-mid-drive-48v/
583,Gazelle,ArroyoC8HM,3699.0,57.5,250.0,35.0,90.0,396.0,https://electricbikereview.com/rad-power-bikes/2017-radcity/
584,VoltBike,Mariner,1249.0,59.5,500.0,15.0,35.0,499.2,https://electricbikereview.com/gazelle/arroyo-c8-hm/
585,BULLS,E-StreamEVOFS327.5,4699.0,51.8,250.0,50.0,130.0,647.5,https://electricbikereview.com/voltbike/2017-mariner/
586,Surface604,YunBikeC1,999.0,34.7,180.0,10.0,25.0,187.2,https://electricbikereview.com/bulls/e-stream-evo-fs-3-27-5/
587,Outrider,Nomad3Series,14985.0,117.0,750.0,65.0,170.0,2227.2,https://electricbikereview.com/surface-604/yunbike-c1/
588,E-Glide,SS,1099.0,41.5,350.0,18.0,35.0,374.4,https://electricbikereview.com/outrider/nomad-3-series/
589,E-Glide,SS,1099.0,41.5,350.0,18.0,35.0,374.4,https://electricbikereview.com/e-glide/ss/
590,BULLS,SIX50EFS3RSI,4599.0,49.5,350.0,35.0,85.0,396.0,https://electricbikereview.com/bulls/six50-e-fs-3-rsi/
591,Surface604,Colt,1899.0,57.5,500.0,20.0,60.0,499.2,https://electricbikereview.com/surface-604/2017-colt/
592,BULLS,MONSTERES,4299.0,52.5,350.0,35.0,85.0,396.0,https://electricbikereview.com/bulls/2017-monster-e-s/
593,Focus,JarifaI29Pro,4299.0,50.5,250.0,55.0,125.0,603.0,https://electricbikereview.com/focus/jarifa-i29-pro/
594,BULLS,OUTLAWE45,3999.0,57.0,500.0,35.0,60.0,673.4,https://electricbikereview.com/bulls/outlaw-e45/
595,e-Joe,Gadis,1699.0,55.0,350.0,25.0,45.0,528.0,https://electricbikereview.com/e-joe/gadis/
596,RadPowerBikes,2016RadRover,1499.0,63.0,750.0,20.0,40.0,556.8,https://electricbikereview.com/rad-power-bikes/2016-radrover/
597,BULLS,STURMVOGELEEVO,3699.0,54.0,250.0,55.0,130.0,647.5,https://electricbikereview.com/bulls/sturmvogel-e-evo/
598,SmartMotion,Pacer,2799.0,53.5,500.0,45.0,120.0,696.0,https://electricbikereview.com/smartmotion/pacer/
599,JuicedBikes,CrossCurrent,1499.0,52.0,350.0,25.0,100.0,374.4,https://electricbikereview.com/juiced-bikes/crosscurrent/
600,LibertyTrike,2016ElectricTricycle,1498.0,80.0,750.0,15.0,20.0,360.0,https://electricbikereview.com/liberty-trike/2016-electric-tricycle/
601,Stromer,ST1LimitedEdition,3990.0,60.0,250.0,25.0,50.0,522.0,https://electricbikereview.com/stromer/st1-limited-edition/
602,Vilano,Pulse,699.0,42.5,240.0,15.0,25.0,316.8,https://electricbikereview.com/vilano/ion/
603,VirtueCycles,Pedalist,4999.0,175.0,750.0,35.0,60.0,720.0,https://electricbikereview.com/virtue-cycles/pedalist/
604,KTM,MacinaForce2910CX4,3950.0,47.0,250.0,25.0,60.0,396.0,https://electricbikereview.com/ktm/macina-force-29-10-cx4/
605,Watseka,XP,649.0,78.0,250.0,10.0,20.0,324.0,https://electricbikereview.com/watseka/xp/
606,Vilano,Pulse,789.0,50.2,250.0,15.0,25.0,481.0,https://electricbikereview.com/vilano/pulse/
607,BULLS,TWENTY9EFS3RSI,4599.0,49.3,350.0,35.0,85.0,396.0,https://electricbikereview.com/bulls/twenty9-e-fs-3-rsi/
608,Outrider,Alpha4Series,14985.0,117.0,750.0,65.0,170.0,2227.2,https://electricbikereview.com/outrider/alpha-4-series/
609,EasyMotion,EvoJumperPro,4399.0,53.0,500.0,25.0,55.0,504.0,https://electricbikereview.com/outrider/alpha-4-series/
610,EasyMotion,NitroCity,4399.0,56.0,500.0,25.0,55.0,504.0,https://electricbikereview.com/easy-motion/evo-jumper-pro/
611,EasyMotion,EvoCityWave,3099.0,58.0,500.0,25.0,55.0,432.0,https://electricbikereview.com/easy-motion/nitro-city/
612,EasyMotion,EvoJet,3099.0,53.0,500.0,25.0,55.0,432.0,https://electricbikereview.com/easy-motion/evo-city-wave/
613,EasyMotion,EvoCity,3099.0,59.0,500.0,25.0,55.0,504.0,https://electricbikereview.com/easy-motion/evo-jet/
614,Blix,Stockholm,2390.0,55.0,350.0,20.0,30.0,486.0,https://electricbikereview.com/easy-motion/evo-city/
615,SONDORS,Thin,693.0,46.5,350.0,15.0,30.0,313.2,https://electricbikereview.com/blix/stockholm/
616,EG,Bali500EX,2199.0,65.0,500.0,20.0,30.0,480.0,https://electricbikereview.com/sondors/indiegogo-thin/
617,BULLS,CROSSLITEE,3699.0,48.0,350.0,35.0,85.0,396.0,https://electricbikereview.com/eg/bali-500-ex/
618,VirtueCycles,Schoolbus+,2000.0,145.0,250.0,15.0,25.0,316.8,https://electricbikereview.com/bulls/cross-lite-e/
619,EasyMotion,"EvoSnow29""Pro",3299.0,57.0,350.0,10.0,40.0,504.0,https://electricbikereview.com/easy-motion/evo-snow-29-pro/
620,BULLS,E-STREAMEVOEnduro27.5,5399.0,49.5,250.0,30.0,90.0,490.0,https://electricbikereview.com/bulls/e-stream-evo-fs-enduro-27-5/
621,Outrider,Horizon2Series,12985.0,105.0,750.0,30.0,170.0,1113.6,https://electricbikereview.com/outrider/horizon-2-series/
622,Haibike,SDUROFullFatSix,5299.0,53.5,250.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/sduro-full-fatsix/
623,EG,Milan500EX,2199.0,62.5,500.0,20.0,30.0,480.0,https://electricbikereview.com/eg/milan-500-ex/
624,EasyMotion,EasyGoVolt,1499.0,39.0,250.0,10.0,28.0,208.8,https://electricbikereview.com/easy-motion/easygo-volt/
625,eProdigy,Whistler,2599.0,55.0,750.0,25.0,45.0,556.8,https://electricbikereview.com/eprodigy/whistler/
626,EG(EverGreen),Vienna250,1299.0,43.5,250.0,15.0,35.0,280.8,https://electricbikereview.com/eg/vienna-250/
627,EasyMotion,BigBudPro,3499.0,61.0,350.0,10.0,40.0,504.0,https://electricbikereview.com/easy-motion/big-bud-pro/
628,VirtueCycles,Gondoliere+,1800.0,88.0,250.0,15.0,25.0,316.8,https://electricbikereview.com/virtue-cycles/gondoliere-plus/
629,JuicedRiders,ODKV3,1995.0,67.0,500.0,30.0,100.0,720.0,https://electricbikereview.com/juiced-bikes/odk-v3/
630,MarrsCycles,M-2,3500.0,115.0,1000.0,40.0,120.0,960.0,https://electricbikereview.com/marrs-cycles/m-2/
