name,address,city,state,zip,country,num_stalls,power,lat_lon,elevation,status,open_date
"Miami - South Dixie Highway, FL",8312 Dixie Highway,Miami,FL,33143,USA,12,72,"25.693198, -80.304898",3,OPEN,2020-06-11
"Mackinaw City, MI",801 S Huron Ave,Mackinaw City,MI,49701,USA,8,250,"45.77225, -84.7265",180,OPEN,2020-06-10
"Hermosa Beach, CA",710 16th St,Hermosa Beach,CA,90254,USA,20,250,"33.864955, -118.394819",25,OPEN,2020-06-10
"Pismo Beach, CA",333 Five Cities Dr,Pismo Beach,CA,93449,USA,12,250,"35.136408, -120.628662",12,OPEN,2020-06-08
"Richmond - Pierce St, CA",3288 Pierce St,Richmond,CA,94804,USA,12,250,"37.898736, -122.308672",4,OPEN,2020-05-30
"Kelso, WA",205 Three Rivers Dr,Kelso,WA,98626,USA,12,250,"46.143403, -122.899225",6,OPEN,2020-05-29
"Fargo, ND",5680 23rd Ave S,Fargo,ND,58104,USA,4,250,"46.843601, -96.882492",276,OPEN,2020-05-29
"Easton, MD",7655 Ocean Gateway,Easton,MD,21601,USA,8,250,"38.759257, -76.061405",13,OPEN,2020-05-28
"Emporia, KS",1330 Industrial Rd,Emporia,KS,66801,USA,8,250,"38.414266, -96.216714",354,OPEN,2020-05-28
"St. Louis Park, MN",3601 State Hwy 100 (MN-100),St. Louis Park,MN,55416,USA,8,250,"44.935964, -93.347857",269,OPEN,2020-05-27
"Hyannis, MA",425 Attucks Ln,Hyannis,MA,2601,USA,12,250,"41.676619, -70.307049",21,OPEN,2020-05-20
"Bensalem, PA",3620 Street Rd,Bensalem,PA,19020,USA,8,250,"40.124944, -74.963908",36,OPEN,2020-05-19
"White Hills, AZ",12683 White Hills Rd,Willow Beach,AZ,86445,USA,8,250,"35.7, -114.476782",746,OPEN,2020-05-13
"Manteca - Spreckels Ave, CA",280 Spreckels Ave,Manteca,CA,95366,USA,12,250,"37.795975, -121.19771",13,OPEN,2020-05-09
"Goleta, CA",6975 Marketplace Dr,Goleta,CA,93117,USA,12,250,"34.427015, -119.871768",9,OPEN,2020-05-06
"Schertz, TX",17640 IH 35 N,Schertz,TX,78154,USA,8,150,"29.598455, -98.276067",254,OPEN,2020-05-02
"Deltona, FL",3400 Howland Blvd,Deltona,FL,32725,USA,8,250,"28.9498974, -81.2508045",16,OPEN,2020-04-25
"North Canaan, CT",11 E Main St,Canaan,CT,6018,USA,8,250,"42.024331, -73.322684",207,OPEN,2020-04-17
"Revere, MA",40 Furlong Dr,Revere,MA,2151,USA,8,250,"42.398547, -71.00021",3,OPEN,2020-04-11
"Richmond, IN",2507 Chester Blvd,Richmond,IN,47374,USA,8,250,"39.868255, -84.886326",334,OPEN,2020-04-08
"Fort Lauderdale, FL",2620 W Broward Blvd,Fort Lauderdale,FL,33312,USA,8,250,"26.120885, -80.177098",2,OPEN,2020-04-06
"Lakewood, CO",14500 W Colfax Ave,Lakewood,CO,80401,USA,16,250,"39.733697, -105.154154",1750,OPEN,2020-03-31
"Forks, WA",100 Fern Hill Rd,Forks,WA,98331,USA,8,250,"47.942522, -124.384748",93,OPEN,2020-03-30
"Emeryville - Powell Street Plaza, CA",5795 Christie Ave,Emeryville,CA,94608,USA,12,250,"37.837506, -122.295407",4,OPEN,2020-03-28
"Novato, CA",208 Vintage Way,Novato,CA,94945,USA,20,150,"38.089447, -122.551755",3,OPEN,2020-03-28
"Mission Viejo, CA",555 Shops Blvd,Mission Viejo,CA,92691,USA,10,72,"33.557279, -117.668035",120,OPEN,2020-03-25
"Leon Springs, TX",24165 W I-10 Frontage Rd,San Antonio,TX,78257,USA,10,150,"29.665289479310314, -98.63338708877",348,OPEN,2020-03-25
"Vancouver - NE Vancouver Mall Dr, WA",8700 NE Vancouver Mall Dr,Vancouver,WA,98662,USA,8,250,"45.659872, -122.582467",74,OPEN,2020-03-24
"Michigan City, IN",5150 Franklin St,Michigan City,IN,46360,USA,8,250,"41.673833, -86.891234",201,OPEN,2020-03-24
"Fishkill, NY",18 Westage Dr,Fishkill,NY,12524,USA,12,250,"41.52727858284335, -73.893152475357",65,OPEN,2020-03-22
"Tumwater, WA",2430 93rd Ave SW,Tumwater,WA,98512,USA,8,250,"46.952944, -122.935111",61,OPEN,2020-03-21
"Northbrook, IL",840 Willow Rd,Northbrook,IL,60062,USA,8,250,"42.107745, -87.802496",195,OPEN,2020-03-18
"Vero Beach, FL",9050 20th St,Vero Beach,FL,32966,USA,8,250,"27.6400894, -80.5135068",7,OPEN,2020-03-16
"Lancaster, PA",518 Greenfield Rd,Lancaster,PA,17601,USA,8,250,"40.052622, -76.254776",107,OPEN,2020-03-14
"New London, CT",369 N Frontage Rd,New London,CT,6320,USA,8,250,"41.370726, -72.119398",38,OPEN,2020-03-07
"Washington - Wisconsin Ave NW, DC",1855 Wisconsin Ave NW,Washington,DC,20007,USA,8,72,"38.91655, -77.066175",51,OPEN,2020-03-06
"Chestertown, NY",6151 NY-8,Chestertown,NY,12817,USA,6,250,"43.665802, -73.784266",259,OPEN,2020-03-05
"Thornton, CO",237 E 120th Ave,Thornton,CO,80233,USA,6,250,"39.914711, -104.986758",1635,OPEN,2020-02-28
"Copiague, NY",1147 Sunrise Hwy,Copiague,NY,11726,USA,8,250,"40.688444, -73.4055",9,OPEN,2020-02-27
"Deerfield Beach, FL",20 SW 12th Ave,Deerfield Beach,FL,33442,USA,8,250,"26.317736, -80.119643",4,OPEN,2020-02-25
"Williamsport, PA",105 Maynard St,Williamsport,PA,17701,USA,8,250,"41.2328, -77.019865",160,OPEN,2020-02-25
"Bloomington, IN",3600 W Third St,Bloomington,IN,47404,USA,8,250,"39.166222, -86.579116",261,OPEN,2020-02-25
"Riverside - Canyon Springs Pkwy, CA",2755 Canyon Springs Pkwy,Riverside,CA,92507,USA,12,250,"33.939957, -117.282508",486,OPEN,2020-02-25
"Kokomo, IN",2301 E Markland Ave,Kokomo,IN,46901,USA,8,250,"40.475169, -86.101306",249,OPEN,2020-02-25
"Lafayette, LA",Stirling Center Dr,Lafayette,LA,70501,USA,8,250,"30.265264, -91.994232",3,OPEN,2020-02-23
"Lowell, AR",898 W Monroe Ave,Lowell,AR,72745,USA,8,250,"36.255329, -94.152637",401,OPEN,2020-02-21
"Maple Shade, NJ",2801 Route 73 South,Maple Shade,NJ,8052,USA,8,250,"39.937134, -74.970511",17,OPEN,2020-02-21
"Ashburn, VA",43300 Southern Walk Plaza,Ashburn,VA,20148,USA,8,250,"39.008466, -77.504972",99,OPEN,2020-02-20
"Clearwater, FL",26508 US Highway 19,Clearwater,FL,33761,USA,8,250,"28.013295, -82.736244",25,OPEN,2020-02-18
"Roseville - Galleria Boulevard, CA",1112 Galleria Blvd,Roseville,CA,95678,USA,20,150,"38.767949, -121.263356",69,OPEN,2020-02-18
"Ochopee, FL",47801 W State Rd 84,Ochopee,FL,34141,USA,12,250,"26.173437, -80.855101",5,OPEN,2020-02-14
"South San Francisco, CA",250 Gateway Blvd,South San Francisco,CA,94080,USA,20,72,"37.655243, -122.401321",7,OPEN,2020-02-14
"Alexandria, MN",4404 State Hwy 29,Alexandria,MN,56308,USA,8,250,"45.850405, -95.388969",427,OPEN,2020-02-14
"Meriden, CT",903 East Main St,Meriden,CT,6450,USA,8,250,"41.527018, -72.773982",98,OPEN,2020-02-09
"Cheektowaga, NY",525–533 Duke Rd,Buffalo,NY,14225,USA,8,250,"42.90741, -78.762239",199,OPEN,2020-02-08
"Grove City, PA",1931 Butler Pike,Grove City,PA,16127,USA,8,150,"41.143778, -80.157055",395,OPEN,2020-02-07
"Madison, VA",2902 S Seminole Trail,Madison,VA,22727,USA,8,250,"38.34664, -78.286103",192,OPEN,2020-02-07
"Oneonta, NY",4968 NY-23,Oneonta,NY,13820,USA,8,250,"42.447575, -75.048622",334,OPEN,2020-02-07
"Ocean City, MD",12826A Ocean Gateway,West Ocean City,MD,21842,USA,8,250,"38.335586, -75.104509",2,OPEN,2020-02-07
"Idaho Springs, CO",1319 Miner St,Idaho Springs,CO,80452,USA,8,250,"39.741549, -105.518358",2303,OPEN,2020-02-06
"Lynchburg, VA",14480 Wards Rd,Lynchburg,VA,24502,USA,8,250,"37.32486, -79.190523",283,OPEN,2020-02-06
"Madison - Northbound, CT",I-95 N,Madison,CT,6443,USA,10,250,"41.2900852, -72.5803292",13,OPEN,2020-01-30
"Madison - Southbound, CT",I-95 S,Madison,CT,6443,USA,10,250,"41.2915926, -72.5790793",14,OPEN,2020-01-30
"Scotts Valley, CA",230 Mount Hermon Rd,Scotts Valley,CA,95066,USA,16,250,"37.047608, -122.027743",161,OPEN,2020-01-30
"Miami - SW 24th Street, FL",6971 SW 24th St,Miami,FL,33155,USA,8,250,"25.7485018, -80.3084064",2,OPEN,2020-01-30
"North Bethesda, MD",11860 Trade St,North Bethesda,MD,20852,USA,8,72,"39.050339, -77.11657",119,OPEN,2020-01-28
"Swartz Creek, MI",4141 Morrish Road,Swartz Creek,MI,48473,USA,10,150,"42.96744, -83.828794",239,OPEN,2020-01-28
"Flushing, NY",136-20 38th Ave,Flushing,NY,11354,USA,4,72,"40.760821, -73.829676",14,OPEN,2020-01-28
"Manhattan - Vesey St, NY",250 Vesey St,New York,NY,10281,USA,2,72,"40.714062, -74.015837",6,OPEN,2020-01-28
"Rockville, MD",30 Maryland Ave,Rockville,MD,20850,USA,8,72,"39.085997, -77.149696",130,OPEN,2020-01-25
"Wareham, MA","Wareham Crossing, 2421 Cranberry Hwy",Wareham,MA,2571,USA,12,150,"41.775093, -70.744321",19,OPEN,2020-01-15
"Kissimmee, FL",7940 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,USA,8,150,"28.34551, -81.604567",33,OPEN,2020-01-13
"Chestnut Hill, MA",55 Boylston St,Chestnut Hill,MA,2467,USA,8,150,"42.322031, -71.172395",52,OPEN,2020-01-10
"Alpharetta, GA",5185 1st St,Alpharetta,GA,30009,USA,10,72,"34.071582, -84.275404",336,OPEN,2020-01-08
"Moses Lake, WA",2709 W Broadway Ave,Moses Lake,WA,98837,USA,12,150,"47.103505, -119.310203",329,OPEN,2020-01-03
"Skowhegan, ME",496 Madison Ave,Skowhegan,ME,4976,USA,8,150,"44.780304, -69.727027",74,OPEN,2020-01-01
"Staten Island - Veterans Rd W, NY",2925 Veterans Rd W,Staten Island,NY,10309,USA,12,150,"40.527562, -74.231359",30,OPEN,2019-12-31
"Rochester, NH",290 North Main St,Rochester,NH,3867,USA,8,150,"43.310917, -70.993265",71,OPEN,2019-12-26
"New River, AZ",3906 W New River Rd,New River,AZ,85087,USA,10,150,"33.91578, -112.14417",621,OPEN,2019-12-25
"Reno - N Sierra St, NV",303 N Sierra St,Reno,NV,89503,USA,16,250,"39.529389, -119.815667",1374,OPEN,2019-12-24
"Anaheim - E Katella Ave, CA",2404 E Katella Ave,Anaheim,CA,92806,USA,16,250,"33.805168, -117.882173",49,OPEN,2019-12-24
"Fairfield - Northbound, CT",165 Round Hill Rd,Fairfield,CT,6824,USA,12,250,"41.146266, -73.257157",15,OPEN,2019-12-23
"Spokane, WA",10506 W Aero Rd,Spokane,WA,99224,USA,8,250,"47.590359, -117.56168",739,OPEN,2019-12-21
"Fairfield - Southbound, CT",267 Round Hill Rd,Fairfield,CT,6824,USA,8,250,"41.148076, -73.255582",14,OPEN,2019-12-20
"Williams, CA",464 6th St,Williams,CA,95987,USA,12,250,"39.15608, -122.149408",25,OPEN,2019-12-19
"North Bend, WA",46600 SE North Bend Way,North Bend,WA,98045,USA,8,250,"47.468107, -121.716454",209,OPEN,2019-12-19
"Guaynabo, PR",2–98 Calle Tabonuco,Guaynabo,PR,968,USA,2,72,"18.405993, -66.106131",15,OPEN,2019-12-18
"Alvarado, TX",3313 S. Burleson Blvd,Burleson,TX,76009,USA,10,150,"32.463609, -97.264284",257,OPEN,2019-12-15
"Boonton, NJ",550 Myrtle Ave,Boonton,NJ,7005,USA,10,150,"40.907627, -74.3976",118,OPEN,2019-12-14
"Orleans, MA",10 Route 6A,Orleans,MA,2653,USA,12,150,"41.796653, -69.985961",1,OPEN,2019-12-07
"Metter, GA",1118 S Lewis St,Metter,GA,30349,USA,8,250,"32.378566, -82.062539",58,OPEN,2019-11-27
"Ehrenberg, AZ",14320 Frontage Rd N,Ehrenberg,AZ,85334,USA,8,250,"33.601666, -114.522376",101,OPEN,2019-11-27
"Frederick, MD",5500 Buckeystown Pike,Frederick,MD,21703,USA,10,150,"39.384693, -77.405494",90,OPEN,2019-11-26
"Pasadena, CA",155 E Green St,Pasadena,CA,91105,USA,24,72,"34.144835, -118.146609",258,OPEN,2019-11-26
"Red Bluff, CA",94 Belle Mill Rd,Red Bluff,CA,96080,USA,8,250,"40.182152, -122.227452",82,OPEN,2019-11-26
"Hattiesburg, MS",6109 US-98 W,Hattiesburg,MS,39402,USA,8,150,"31.322701, -89.38188",77,OPEN,2019-11-24
"McComb, MS",1436 Delaware Ave,McComb,MS,39648,USA,8,150,"31.248479, -90.471779",137,OPEN,2019-11-23
"Nashville, TN",61 E Thompson Ln,Nashville,TN,37211,USA,8,250,"36.110444, -86.723917",151,OPEN,2019-11-23
"Cary, NC",7119 O'Kelly Chapel Road,Cary,NC,27519,USA,12,150,"35.843605, -78.886448",103,OPEN,2019-11-22
"Hawthorne - El Segundo Blvd, CA",4427 W El Segundo Blvd,Hawthorne,CA,90250,USA,12,72,"33.918036, -118.353197",22,OPEN,2019-11-22
"Menlo Park, CA",325 Sharon Park Dr,Menlo Park,CA,94025,USA,10,72,"37.423372, -122.198189",59,OPEN,2019-11-21
"Santa Rosa, CA",380 Coddingtown Way,Santa Rosa,CA,95401,USA,20,250,"38.459554, -122.73023",45,OPEN,2019-11-20
"Napa - Factory Stores Drive, CA",629 Factory Stores Dr,Napa,CA,94558,USA,20,150,"38.297635, -122.302617",15,OPEN,2019-11-16
"Salem, VA",1340 West Main Street,Salem,VA,24153,USA,8,150,"37.289384, -80.079866",317,OPEN,2019-11-15
"Tahoe City, CA",140 N. Lake Blvd,Tahoe City,CA,96145,USA,6,150,"39.167793, -120.14453",1901,OPEN,2019-11-15
"Hanover, MD",7787 Arundel Mills Blvd,Hanover,MD,21076,USA,8,72,"39.153272, -76.743717",51,OPEN,2019-11-14
"Newport News, VA",12300 Jefferson Ave,Newport News,VA,23602,USA,12,150,"37.114233, -76.494498",10,OPEN,2019-11-14
"South Padre Island, TX",100 Padre Blvd,South Padre Island,TX,78597,USA,2,72,"26.081436, -97.16109",5,OPEN,2019-11-12
"Charlotte - Toringdon Way, NC",3429 Toringdon Way,Charlotte,NC,28277,USA,12,150,"35.069252, -80.842291",174,OPEN,2019-11-09
"Palo Alto - Stanford Shopping Center, CA",660 Stanford Shopping Center,Palo Alto,CA,94304,USA,20,72,"37.441722, -122.170271",22,OPEN,2019-11-05
"Morgan Hill, CA",1061 Cochrane Rd,Morgan Hill,CA,95037,USA,14,72,"37.156827, -121.653693",117,OPEN,2019-10-24
"Walnut Creek, CA",1181 Locust St,Walnut Creek,CA,94596,USA,24,72,"37.895277, -122.061828",50,OPEN,2019-10-24
"Tusayan, AZ",149 AZ-64,Grand Canyon Village,AZ,86023,USA,12,150,"35.969448, -112.127675",2008,OPEN,2019-10-23
"Auburn, WA",1101 Outlet Collection Way SW,Auburn,WA,98001,USA,10,150,"47.297976, -122.248274",25,OPEN,2019-10-22
"Giddings, TX",3025 East Austin Street,Giddings,TX,78942,USA,8,150,"30.178912, -96.907004",146,OPEN,2019-10-20
"Irvine - Michelson Dr, CA",3021 Michelson Dr,Irvine,CA,92612,USA,12,72,"33.673394, -117.844666",8,OPEN,2019-10-20
"Jackman, ME",407 Main St,Jackman,ME,4945,USA,4,150,"45.624071, -70.25201",374,OPEN,2019-10-19
"Toms River, NJ",379 Dover Road,Toms River,NJ,7857,USA,8,150,"39.941683, -74.211995",17,OPEN,2019-10-18
"Lithonia, GA",3045 Panola Rd,Lithonia,GA,30038,USA,12,150,"33.69893, -84.173181",275,OPEN,2019-10-17
"Medway, ME",1941 Medway Road,Medway,ME,4460,USA,8,150,"45.609675, -68.522956",103,OPEN,2019-10-17
"Portland, ME",295 Forest Ave,Portland,ME,4101,USA,12,150,"43.664423, -70.269631",4,OPEN,2019-10-17
"Blaine, WA",8135 Birch Bay Square St,Blaine,WA,98230,USA,14,150,"48.937851, -122.667679",18,OPEN,2019-10-11
"Henrietta, TX",237 Frontage Rd,Henrietta,TX,76365,USA,12,150,"33.80051, -98.196588",266,OPEN,2019-10-05
"Smithfield, NC",1700 E Market St,Smithfield,NC,27577,USA,8,150,"35.505308, -78.328201",45,OPEN,2019-10-04
"Menifee, CA",30340 Haun Rd,Menifee,CA,92584,USA,14,150,"33.679646, -117.174095",435,OPEN,2019-09-30
"Middletown, NY",601 E Main St,Middletown,NY,10941,USA,8,150,"41.442449, -74.376565",136,OPEN,2019-09-28
"Lake Geneva, WI",7036 Grand Geneva Way,Lake Geneva,WI,53147,USA,6,150,"42.60901, -88.407819",272,OPEN,2019-09-26
"Milpitas - Great Mall, CA",1234 Great Mall Dr,Milpitas,CA,95035,USA,20,72,"37.413353, -121.897995",11,OPEN,2019-09-20
"Newark, CA",3100 Newpark Mall,Newark,CA,94560,USA,16,72,"37.525905, -122.006624",9,OPEN,2019-09-19
"Webster, TX",1141 S Kobayashi Dr,Webster,TX,77598,USA,12,150,"29.519213, -95.121843",5,OPEN,2019-09-18
"Rancho Mirage, CA",71800 CA-111,Rancho Mirage,CA,92270,USA,24,72,"33.741311, -116.409258",70,OPEN,2019-09-18
"Richmond, CA",2157 Meeker Ave,Richmond,CA,94804,USA,12,150,"37.919969, -122.348976",4,OPEN,2019-09-16
"Baileyville, ME",32 Houlton Rd,Baileyville,ME,4694,USA,8,150,"45.123159, -67.348144",34,OPEN,2019-09-12
"Placerville, CA",1184 Broadway,Placerville,CA,95667,USA,12,150,"38.730606, -120.788085",578,OPEN,2019-08-31
"Incline Village, NV",930 Tahoe Blvd,Incline Village,NV,89451,USA,10,150,"39.250765, -119.948927",1964,OPEN,2019-08-30
"Austin - Research Blvd, TX",9800 Stonelake Blvd,Austin,TX,78759,USA,18,72,"30.389333, -97.73975",261,OPEN,2019-08-28
"San Antonio, TX",11745 IH-10 West,San Antonio,TX,78230,USA,10,122,"29.549585, -98.582722",305,OPEN,2019-08-22
"Acworth, GA",3500 Baker Rd,Acworth,GA,30101,USA,12,150,"34.075443, -84.652009",297,OPEN,2019-08-19
"Hudsonville, MI",4075 32nd Ave,Hudsonville,MI,49426,USA,10,150,"42.843659, -85.862462",221,OPEN,2019-08-16
"Albert Lea - Happy Trails Lane, MN",820 Happy Trails Ln,Albert Lea,MN,56007,USA,8,150,"43.657608, -93.318547",382,OPEN,2019-08-15
"Stamford, CT",1250 Summer St,Stamford,CT,6905,USA,12,72,"41.067836, -73.545266",10,OPEN,2019-08-09
"North Stamford, CT",1115 High Ridge Rd,Stamford,CT,6905,USA,8,150,"41.107885, -73.5469602",45,OPEN,2019-08-09
"Lynnfield, MA","MarketStreet Lynnfield, 600 Market St",Lynnfield,MA,1940,USA,12,150,"42.516609, -71.032521",33,OPEN,2019-08-02
"Braintree, MA",250 Granite Street,Braintree,MA,2184,USA,8,72,"42.222955, -71.021964",23,OPEN,2019-07-26
"Cape May Court House, NJ",11 Court House South Dennis Rd,Cape May,NJ,8210,USA,12,150,"39.088417, -74.8215",3,OPEN,2019-07-26
"Watsonville, CA",1415 Main St,Watsonville,CA,95076,USA,14,72,"36.916349, -121.773512",15,OPEN,2019-07-24
"Ithaca, NY",744 S Meadow St,Ithaca,NY,14850,USA,8,150,"42.428639, -76.509111",117,OPEN,2019-07-24
"Ojai, CA",987 W Ojai Ave,Ojai,CA,93023,USA,12,72,"34.441994, -119.258898",236,OPEN,2019-07-23
"Leesburg, VA",1602 Village Market Blvd SE Suite 215,Leesburg,VA,20175,USA,10,72,"39.089677, -77.526324",77,OPEN,2019-07-20
"Riverdale Park, MD",6761 45th St,Riverdale,MD,20737,USA,8,72,"38.970361, -76.937333",38,OPEN,2019-07-19
"Las Vegas - The LINQ High Roller, NV",3993 Audrie St,Las Vegas,NV,89109,USA,24,250,"36.11671, -115.168258",636,OPEN,2019-07-19
"West Nyack, NY",1920 Palisades Center Drive,West Nyack,NY,10994,USA,20,150,"41.094692, -73.955497",19,OPEN,2019-07-16
"Basking Ridge, NJ",403 King George Rd,Basking Ridge,NJ,7920,USA,8,150,"40.655361, -74.529919",67,OPEN,2019-07-14
"Robbinsville, NJ",255 Robbinsville Allentown Rd,Robbinsville Twp,NJ,8691,USA,8,150,"40.1941978, -74.5953015",336,OPEN,2019-07-13
"Seattle - Union St, WA",601 Union St,Seattle,WA,98101,USA,10,72,"47.609686, -122.332152",54,OPEN,2019-07-09
"Laytonville, CA",45020 North Highway 101,Laytonville,CA,95454,USA,8,150,"39.689269, -123.483443",502,OPEN,2019-06-28
"Henderson, NC",619 Ruin Creek Rd,Henderson,NC,27536,USA,8,150,"36.329537, -78.447534",139,OPEN,2019-06-22
"Hayward, CA",19661 Hesperian Blvd,Hayward,CA,94541,USA,14,72,"37.667227, -122.120338",12,OPEN,2019-06-22
"Polaris, OH",1177 Polaris Pkwy,Columbus,OH,43240,USA,10,150,"40.141056, -82.988972",281,OPEN,2019-06-22
"Mt Airy, NC",2905 Rockford St,Mt Airy,NC,27030,USA,8,150,"36.458847, -80.636683",313,OPEN,2019-06-22
"East Brunswick - State Route 18, NJ",755 State Route 18,East Brunswick,NJ,8816,USA,16,145,"40.424107, -74.380069",46,OPEN,2019-06-21
"Vallejo, CA",904 Admiral Callaghan Ln,Vallejo,CA,94591,USA,14,150,"38.131215, -122.223369",30,OPEN,2019-06-21
"Palm Springs, CA",N Museum Dr at N Belardo Rd,Palm Springs,CA,92262,USA,11,72,"33.824931, -116.548824",143,OPEN,2019-06-19
"Chico, CA",1951 E 20th St,Chico,CA,95928,USA,14,150,"39.726633, -121.802538",70,OPEN,2019-06-19
"Robbinsdale, MN",3435 W Broadway Ave,Robbinsdale,MN,55422,USA,8,150,"45.018928, -93.32583",265,OPEN,2019-06-18
"Glendale - Cooper Ave, NY",8000 Cooper Ave,Glendale,NY,11385,USA,10,72,"40.707962, -73.867167",23,OPEN,2019-06-17
"Brooklyn - Atlantic Ave, NY",625 Atlantic Ave,Brooklyn,NY,11217,USA,12,72,"40.683738, -73.974953",17,OPEN,2019-06-16
"Evergreen Park, IL",9200 S Western Ave,Evergreen Park,IL,60805,USA,10,150,"41.725315, -87.683693",201,OPEN,2019-06-16
"Ossining, NY",214 South Highland Ave,Ossining,NY,10510,USA,12,150,"41.144011, -73.861472",21,OPEN,2019-06-14
"Malibu, CA",23401 Civic Center Way,Malibu,CA,90265,USA,5,72,"34.037043, -118.685809",5,OPEN,2019-06-13
"Yorktown Heights, NY",3303 Crompond Rd,Yorktown Heights,NY,10598,USA,12,120,"41.29053, -73.832532",94,OPEN,2019-06-13
"Olathe, KS",18101 W 119th St,Olathe,KS,66061,USA,8,150,"38.912194, -94.795583",309,OPEN,2019-06-11
"Wall, SD",407 Main Street,Wall,SD,57790,USA,8,150,"43.994145, -102.24214",859,OPEN,2019-06-05
"Mission, KS",6655 Martway Street,Mission,KS,66202,USA,8,72,"39.02, -94.661182",301,OPEN,2019-06-02
"Kill Devil Hills, NC",2012 S Croatan Hwy,Kill Devil Hills,NC,27948,USA,8,150,"35.993328, -75.651124",4,OPEN,2019-05-30
"Philadelphia - City Center, PA",1118 Market St,Philadelphia,PA,19107,USA,6,72,"39.951276, -75.158667",14,OPEN,2019-05-26
"Las Vegas - Alta Drive, NV","Tivoli Village, 330 S Rampart Blvd",Las Vegas,NV,89145,USA,2,150,"36.168474, -115.286829",819,OPEN,2019-05-25
"Las Vegas - Tivoli Village, NV",400 S Rampart Blvd,Las Vegas,NV,89145,USA,6,72,"36.168897, -115.286579",820,OPEN,2019-05-24
"Big Sur, CA",48123 Highway 1,Big Sur,CA,93920,USA,8,72,"36.226876, -121.761506",324,OPEN,2019-05-24
"Barnegat, NJ",945 W Bay Ave,Barnegat,NJ,8005,USA,8,150,"39.759418, -74.253461",37,OPEN,2019-05-23
"San Francisco - Letterman Drive, CA",Truby St,San Francisco,CA,94129,USA,6,72,"37.798513, -122.449846",19,OPEN,2019-05-23
"Celebration, FL",6240 W. Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,USA,8,150,"28.331356, -81.532453",29,OPEN,2019-05-21
"Clare, MI",604 North McEwan,Clare,MI,48617,USA,8,150,"43.820359, -84.76675",255,OPEN,2019-05-19
"San Diego - Del Mar Heights Rd, CA",Del Mar Heights Rd,San Diego,CA,92130,USA,18,72,"32.952645, -117.235974",67,OPEN,2019-05-19
"San Jose - Blossom Hill Rd, CA",1375 Blossom Hill Rd,San Jose,CA,95118,USA,18,72,"37.244638, -121.891141",68,OPEN,2019-05-17
"Anaheim - Santa Ana Canyon Rd, CA",8148 E Santa Ana Canyon Rd,Anaheim,CA,92808,USA,14,72,"33.866724, -117.747373",135,OPEN,2019-05-15
"St. Charles - Beale St, MO",1650 Beale Street,St. Charles,MO,63303,USA,12,72,"38.765655, -90.493552",156,OPEN,2019-05-15
"Fairfield - Holiday Lane, CA",1350 Holiday Ln,Fairfield,CA,94534,USA,12,150,"38.256667, -122.065139",12,OPEN,2019-05-11
"Zionsville, IN",6650 Whitestown Pkwy,Zionsville,IN,46077,USA,10,120,"39.950563, -86.343779",283,OPEN,2019-05-10
"Rohnert Park, CA",475 Rohnert Park Expy W,Rohnert Park,CA,94928,USA,12,150,"38.3475, -122.720944",30,OPEN,2019-05-09
"Miami - Mary Brickell Village, FL",71 SW 10th St,Miami,FL,33130,USA,4,63,"25.764706, -80.194629",1,OPEN,2019-05-05
"Pleasanton, CA",6000 Johnson Dr,Pleasanton,CA,94588,USA,10,72,"37.700508, -121.908364",100,OPEN,2019-05-01
"Boston - Richard B. Ross Way, MA",1341 Boylston St,Boston,MA,2215,USA,8,72,"42.344691, -71.099322",4,OPEN,2019-04-28
"Marlton, NJ",500 Route 73 South,Marlton,NJ,8053,USA,12,120,"39.878055, -74.918765",29,OPEN,2019-04-26
"Arlington, VA",2800 Clarendon Blvd,Arlington,VA,22201,USA,18,72,"38.887481, -77.092956",77,OPEN,2019-04-19
"Gainesville, FL",3217 SW 35th Blvd,Gainesville,FL,32608,USA,10,150,"29.624756, -82.376597",23,OPEN,2019-04-17
"Bronx - Bay Plaza, NY",270 Baychester Ave,Bronx,NY,10475,USA,12,72,"40.86368, -73.82916",4,OPEN,2019-04-11
"San Ramon - Diablo Plaza, CA",2415 San Ramon Valley Blvd,San Ramon,CA,94583,USA,20,72,"37.774766, -121.979789",153,OPEN,2019-04-05
"Corona, CA",2615 Tuscany St,Corona,CA,92881,USA,14,72,"33.826338, -117.515411",258,OPEN,2019-03-30
"Fontana, CA",15234 Summit Ave,Fontana,CA,92336,USA,24,72,"34.151177, -117.471412",480,OPEN,2019-03-30
"Annapolis, MD",217 Harker Place,Annapolis,MD,21401,USA,8,150,"38.980071, -76.540498",21,OPEN,2019-03-22
"Indianapolis - Capitol Avenue, IN",109 S Capitol Ave,Indianapolis,IN,46225,USA,12,72,"39.765443, -86.161222",217,OPEN,2019-03-20
"Antioch, CA",5769 Lone Tree Way,Antioch,CA,94531,USA,10,150,"37.963695, -121.737262",34,OPEN,2019-03-20
"Los Angeles - Francisco St, CA",899 South Francisco St,Los Angeles,CA,90015,USA,10,72,"34.047424, -118.264589",77,OPEN,2019-03-07
"Parkersburg, WV",1102 7th St,Parkersburg,WV,26101,USA,6,120,"39.2633181, -81.5446371",198,OPEN,2019-03-06
"Parsippany, NJ",350 New Rd,Parsippany,NJ,7054,USA,8,150,"40.850095, -74.350835",55,OPEN,2019-03-06
